Grower,Year,FieldName,Crop,Weight_lbs,Volume_bu,Yield_buac,Use,Field_monitor,Crop_monitor,Area_ha_monitor,Mass_t_monitor,Yield_tha_monitor
202221 ABERHART FARMS INC,2022,West of 482,Canola,NA,15665.1,51.7,TRUE,West of 482,Canola,122.6877956,325.3324506,2.651709969
202221 ABERHART FARMS INC,2021,West of Kilman Sign,Wheat,NA,10401,43.34,TRUE,West of Kilman Sign,Spring Wheat,96.30575802,309.9769361,3.218675004
202221 ABERHART FARMS INC,2022,West of Kilman Sign,Canola,NA,11425.7,51.7,TRUE,West of Kilman Sign,Canola,88.80341294,251.1018681,2.827615064
202221 ABERHART FARMS INC,2022,West Place ,Wheat,NA,8947.4,58.1,TRUE,NA,,NA,NA,NA
202231 HILLSBORO FARMS,2018,F1 S S11,Spring Wheat,746610.7917,,41.47841494,TRUE,F1 S S11,Wheat - Sft Rd Wtr,60.66358339,381.1562566,6.283114766
202231 HILLSBORO FARMS,2018,F10 SW05,Peas,270524.511,,44.1,TRUE,F10 SW05,Other,24.36671855,74.46521398,3.056021427
202231 HILLSBORO FARMS,2018,F12 W21,Canola,632827.3525,,39.9,TRUE,F12 W21,Canola,127.9958033,301.6293755,2.356556759
202231 HILLSBORO FARMS,2018,F14 SE31,Canola,208623.1906,,26.2,TRUE,F14 SE31,Canola,33.96476652,68.72040572,2.023285091
202231 HILLSBORO FARMS,2018,F15 NE24,Spring Wheat,567224.4752,,61,TRUE,F15 NE24,Wheat - Sft Rd Wtr,62.33760062,288.7874955,4.632637327
202231 HILLSBORO FARMS,2018,F16 NW24,Peas,417854.8563,,48,TRUE,F16 NW24,Other,57.21448243,188.059922,3.286928659
202231 HILLSBORO FARMS,2018,F17 SE26,Canola,205699.8645,,26.9,TRUE,F17 SE26,Canola,60.47439041,95.13871943,1.573206754
202231 HILLSBORO FARMS,2018,F18 Sec 04,Canola,818460.7658,,26.2,TRUE,F18 Sec 04,Canola,168.2952042,282.7594445,1.680139645
202231 HILLSBORO FARMS,2018,F19a W11,Peas,77598.21476,,28.4,TRUE,F19a W11,Other,16.11345921,32.4642655,2.01472974
202231 HILLSBORO FARMS,2018,F19b W11,Canola,300064.2143,,31.9,TRUE,F19b W11,Canola,75.19934741,139.6330236,1.856838237
202231 HILLSBORO FARMS,2018,F19d E11,CWRS,1175084.506,,62.1,TRUE,F19d E11,Wheat - Sft Rd Wtr/Other,123.5654706,623.5003663,5.045910993
202231 HILLSBORO FARMS,2018,F2 N S11,Spring Wheat,776820.7412,,81.42784749,TRUE,F2 N S11,Wheat - Sft Rd Wtr,63.90736083,401.0433588,6.275386021
202231 HILLSBORO FARMS,2018,F21 SE08,Canola,195915.7609,,25,TRUE,F21 SE08,Canola,29.08068563,56.53486287,1.944069118
202231 HILLSBORO FARMS,2018,F22 N13,Spring Wheat,1207141.886,,73.2,TRUE,F22 N13,Wheat - Sft Rd Wtr,110.561237,608.7792999,5.506263467
202231 HILLSBORO FARMS,2018,F25 Wieben,Spring Wheat,3577057.679,,63.4,TRUE,F25 Wieben,Wheat - Sft Rd Wtr,373.9696196,1785.087744,4.773349626
202231 HILLSBORO FARMS,2018,F26 NW24,Canola,86568.81354,,21.4,TRUE,F26 NW24,Canola,19.07795241,21.72949316,1.138984557
202231 HILLSBORO FARMS,2018,F5 NE05,Canola,142292.8908,,23.51951405,TRUE,F5 NE05,Canola,16.7401699,26.7613833,1.598632718
202231 HILLSBORO FARMS,2018,F6a NW31,Canola,507904.7648,,41,TRUE,F6a NW31,Canola,100.1685912,289.4393867,2.889522387
202231 HILLSBORO FARMS,2018,F7 N32,Peas,1207644.606,,65,TRUE,F7 N32,Other,121.4442578,553.7053754,4.559337639
202231 HILLSBORO FARMS,2018,F8 N33,CWRS,720366.1989,,44,TRUE,F8 N33,Spring Wheat,53.78512981,186.6812528,3.470871103
202231 HILLSBORO FARMS,2018,F9 SE06,Peas,179938.8798,,39.9,TRUE,F9 SE06,Other,19.85941636,54.81535943,2.760169707
202231 HILLSBORO FARMS,2019,F1 S S11,Peas,399111.1771,,45.1,TRUE,F1 S S11,Other,56.10142835,124.354025,2.216592851
202231 HILLSBORO FARMS,2019,F10 SW05,CWRS,460926.5173,,48.3,TRUE,F10 SW05,Spring Wheat,39.90231119,179.8879383,4.508208497
202231 HILLSBORO FARMS,2019,F12 W21,Spring Wheat,1196132.013,,63.3,TRUE,F12 W21,Wheat - Sft Rd Wtr,29.94456549,159.5237829,5.327303311
202231 HILLSBORO FARMS,2019,F15 NE24,Canola,312844.3965,,39.6,TRUE,F15 NE24,Canola,62.17051676,221.5191899,3.563090698
202231 HILLSBORO FARMS,2019,F17 SE26,CWRS,522424.3922,,56.5,TRUE,F17 SE26,Wheat - Sft Rd Wtr/Spring Wheat/Other,38.31477703,203.3752986,5.308012061
202231 HILLSBORO FARMS,2019,F18 Sec 04,Spring Wheat,2236214.409,,59.7,TRUE,F18 Sec 04,Wheat - Sft Rd Wtr,171.4463718,863.4837042,5.03646531
202231 HILLSBORO FARMS,2019,F19a W11,Canola,174136.3199,,37.9,TRUE,F19a W11,Canola,37.10007462,124.2360382,3.348673538
202231 HILLSBORO FARMS,2019,F19b W11,CWRS,NA,,NA,TRUE,F19b W11,Wheat - Sft Rd Wtr/Spring Wheat,28.63839376,119.6873682,4.179262609
202231 HILLSBORO FARMS,2019,F19d E11,Canola,605371.015,,39.1,TRUE,F19d E11,Canola,124.1650357,372.7378389,3.001954914
202231 HILLSBORO FARMS,2019,F2 N S11,Peas,418392.7836,,44.1,TRUE,F2 N S11,Other,56.1690942,145.9554121,2.59850037
202231 HILLSBORO FARMS,2019,F21 SE08,Spring Wheat,449832.8694,,49.8,TRUE,F21 SE08,Wheat - Sft Rd Wtr,1.993099132,12.03224951,6.036954868
202231 HILLSBORO FARMS,2019,F22 N13,Peas,1027597.633,,62.1,TRUE,F22 N13,Other,107.2181023,302.6624769,2.822867317
202231 HILLSBORO FARMS,2019,F25 Wieben,Peas,1334619.628,,30.3,TRUE,F25 Wieben,Other,40.04963038,118.9773549,2.970747889
202231 HILLSBORO FARMS,2019,F26 NW24,CWRS,140160.9211,,47.7,TRUE,NA,NA,NA,NA,NA
202231 HILLSBORO FARMS,2019,F5 NE05,CWRS,407162.4493,,56.4,TRUE,F5 NE05,Wheat - Sft Rd Wtr,44.98675937,195.2705411,4.340622525
202231 HILLSBORO FARMS,2019,F6a NW31,Peas,562078.8921,,37.8,TRUE,F6a NW31,Other,95.78373115,185.5738536,1.937425608
202231 HILLSBORO FARMS,2019,F7 N32,Canola,584457.9897,,37.3,TRUE,F7 N32,Canola,122.0967503,398.1119289,3.260626741
202231 HILLSBORO FARMS,2019,F8 N33,Peas,71039.47026,,13.1,TRUE,NA,NA,NA,NA,NA
202231 HILLSBORO FARMS,2019,F9 SE06,Canola,242755.1174,,31.3,TRUE,F9 SE06,Canola,61.56561782,173.0980503,2.811602586
202231 HILLSBORO FARMS,2020,F12 W21,Peas,38946.81692,,3.7,TRUE,F12 W21,Other,24.95951545,16.65057339,0.667103231
202231 HILLSBORO FARMS,2020,F14 SE31,Peas,127572.5409,,14.1,TRUE,F14 SE31,Other,42.80341372,56.57130575,1.321654065
202231 HILLSBORO FARMS,2020,F15 NE24,Spring Wheat,309656.516,,32.7,TRUE,F15 NE24,Wheat - Sft Rd Wtr,52.71497144,182.0566215,3.453603721
202231 HILLSBORO FARMS,2020,F18 Sec 04,Peas,193697.9132,,6.3,TRUE,F18 Sec 04,Other,106.6129694,79.36248915,0.744398075
202231 HILLSBORO FARMS,2020,F19d E11,Peas,151157.5657,,25,TRUE,F19d E11,Other,34.911705,69.89917731,2.002170255
202231 HILLSBORO FARMS,2020,F25 Wieben,Oats,3432.59334,,2.6,TRUE,F25 Wieben,Spring Oats/Other,60.08639251,42.17613575,0.701924912
202231 HILLSBORO FARMS,2020,F25a,Peas,11613.93816,,2.6,TRUE,NA,NA,NA,NA,NA
202231 HILLSBORO FARMS,2020,F25b,Peas,58609.8227,,3.3,TRUE,NA,NA,NA,NA,NA
202231 HILLSBORO FARMS,2020,F6a NW31,Spring Wheat,531763.1625,,35.5,TRUE,F6a NW31,Wheat - Sft Rd Wtr,82.34328238,282.5207131,3.431011067
202231 HILLSBORO FARMS,2020,F7 N32,Spring Wheat,527393.6056,,29.2,TRUE,F7 N32,Wheat - Sft Rd Wtr,96.47778032,282.3315973,2.926389852
202231 HILLSBORO FARMS,2020,F9 SE06,Oats,79959.36278,,28.1,TRUE,F9 SE06,Spring Oats,20.36078894,43.99390824,2.160717267
202231 HILLSBORO FARMS,2021,F1 S S11,Canola,185278.4694,,25,TRUE,F1 S S11,Canola,59.41952954,101.7597068,1.71256332
202231 HILLSBORO FARMS,2021,F10 SW05,Winter Wheat,451814.8228,,47.7,TRUE,F10 SW05,Winter Wheat,61.67054065,210.7365406,3.417134639
202231 HILLSBORO FARMS,2021,F12 W21,Peas,476910.0123,,25.1,TRUE,F12 W21,Other,123.42952,183.3696059,1.485621963
202231 HILLSBORO FARMS,2021,F13 SW31,Winter Wheat,180068.9524,,25.7,TRUE,F13 SW31,Winter Wheat/Wheat - Sft Rd Wtr,46.66604588,87.63838622,1.877990401
202231 HILLSBORO FARMS,2021,F14 SE31,Canola,137857.0932,,17.6,TRUE,F14 SE31,Canola,62.82220079,81.37434388,1.295311894
202231 HILLSBORO FARMS,2021,F15 NE24,Peas,262495.2849,,28.4,TRUE,F15 NE24,Other,58.98842325,99.69680079,1.690107911
202231 HILLSBORO FARMS,2021,F17 SE26,Peas,238242.2603,,26,TRUE,F17 SE26,Other,59.65426146,93.02390593,1.559384085
202231 HILLSBORO FARMS,2021,F18 Sec 04,CPSR,1682735.74,,44.9,TRUE,F18 Sec 04,Wheat - Sft Rd Wtr,244.7575887,827.7608794,3.381962062
202231 HILLSBORO FARMS,2021,F19a W11,Peas,120852.8592,,21.9,TRUE,F19a W11,Other,36.15344343,46.19757777,1.277819576
202231 HILLSBORO FARMS,2021,F19b W11,Peas,370332.0676,,33,TRUE,F19b W11,Other,73.5490653,133.5798727,1.816200819
202231 HILLSBORO FARMS,2021,F19d E11,Barley,924297.9581,,62.5,TRUE,F19d E11,Spring Barley,3.803489668,14.08607837,3.703461716
202231 HILLSBORO FARMS,2021,F2 N S11,Canola,200686.5586,,25.2,TRUE,F2 N S11,Canola,64.10503825,106.5169893,1.661600901
202231 HILLSBORO FARMS,2021,F21 SE08,Canola,227629.2196,,28.8,TRUE,F21 SE08,Canola,62.87547234,122.9245204,1.955047268
202231 HILLSBORO FARMS,2021,F22 N13,Canola,370649.5329,,26.9,TRUE,F22 N13,Canola,110.9515303,189.9895456,1.712365256
202231 HILLSBORO FARMS,2021,F26 NW24,Canola,83343.45448,,20.8,TRUE,F26 NW24,Canola,32.08949447,46.53610124,1.450197393
202231 HILLSBORO FARMS,2021,F3b NW25,Canola,85706.80712,,28.6,TRUE,F3b NW25,Canola,24.21483643,45.07557524,1.861485844
202231 HILLSBORO FARMS,2021,F4c S SW36,Canola,33746.11834,,26,TRUE,F4c S SW36,Canola/Wheat - Sft Rd Wtr,8.811461962,16.14117983,1.831839018
202231 HILLSBORO FARMS,2021,F5 NE05,Peas,220739.7821,,32,TRUE,F5 NE05,Other,45.49572099,85.71238784,1.88396592
202231 HILLSBORO FARMS,2021,F6a NW31,Canola,350256.7979,,28,TRUE,F6a NW31,Canola/Wheat - Sft Rd Wtr,99.41715241,185.7797327,1.868688936
202231 HILLSBORO FARMS,2021,F6b NE31,Barley,50719.48772,,16.3,TRUE,F6b NE31,Spring Barley,13.41887955,11.4673861,0.854571059
202231 HILLSBORO FARMS,2021,F7 N32,Peas,539468.3094,,29,TRUE,F7 N32,Winter Wheat/Other,120.7250756,212.330628,1.758794741
202231 HILLSBORO FARMS,2021,F8 N33,Winter Wheat,904478.4243,,55.6,TRUE,F8 N33,Winter Wheat/Wheat - Sft Rd Wtr,104.7591492,436.0570089,4.162471842
202231 HILLSBORO FARMS,2021,F9 SE06,Canola,173942.3134,,24.5,TRUE,F9 SE06,Canola,56.56618604,96.55511113,1.706940451
202231 HILLSBORO FARMS,2022,F10 SW05,Canola,134581.0279,,17.5,TRUE,F10 SW05,Canola,29.91043134,37.52789878,1.254675947
202231 HILLSBORO FARMS,2022,F13 SW31,Barley,144116.0094,,25.2,TRUE,F13 SW31,Spring Barley/Canola,32.26994397,44.26552384,1.371726083
202231 HILLSBORO FARMS,2022,F14 SE31,Spring Wheat,457022.1352,,47.9,TRUE,F14 SE31,Wheat - Sft Rd Wtr,60.74912531,213.677493,3.517375632
202231 HILLSBORO FARMS,2022,F15 NE24,Spring Wheat,357626.8425,,38.4,TRUE,F15 NE24,Wheat - Sft Rd Wtr,56.47827845,176.8627134,3.131517431
202231 HILLSBORO FARMS,2022,F17 SE26,Barley,33812.25694,,50.3,TRUE,F17 SE26,Spring Barley,6.153056342,14.85856812,2.414827249
202231 HILLSBORO FARMS,2022,F18 Sec 04,Canola,948334.93,,30.3,TRUE,F18 Sec 04,Canola,248.8466646,472.5826943,1.899091937
202231 HILLSBORO FARMS,2022,F19d E11,Peas,499445.6379,,30.7,TRUE,F19d E11,Other,102.0402234,211.2549397,2.070310438
202231 HILLSBORO FARMS,2022,F21 SE08,Barley,70589.72778,,50.7,TRUE,F21 SE08,Spring Barley,11.42218603,31.01338867,2.715188544
202231 HILLSBORO FARMS,2022,F3a,CWRS,856783.6752,,58.3,TRUE,NA,NA,NA,NA,NA
202231 HILLSBORO FARMS,2022,F4 SE36,Canola,232408.8358,,22,TRUE,F4 SE36,Canola,85.59100718,120.338953,1.405976597
202231 HILLSBORO FARMS,2022,F4b SW36,Canola,42674.82934,,23.1,TRUE,F4b SW36,Canola,15.04195357,21.9194588,1.457221543
202231 HILLSBORO FARMS,2022,F6a NW31,Spring Wheat,666073.0221,,45.7,TRUE,F6a NW31,Wheat - Sft Rd Wtr,45.55441149,160.1962328,3.516590986
202231 HILLSBORO FARMS,2022,F7 N32,Winter Wheat,1406269.778,,74.9,TRUE,F7 N32,Winter Wheat/Other,120.4293102,656.8671855,5.454379705
202231 HILLSBORO FARMS,2022,F9 SE06,Peas,245241.9288,,34.3,TRUE,F9 SE06,Other/Canola,47.60846472,112.9378073,2.372221158
202207 JVM VAN STAVEREN,2022,13 Pak,Canola,5077239.86,,NA,TRUE,13 Pak,Canola,817.7270342,1979.829789,2.421137746
202207 JVM VAN STAVEREN,2022,Beitz,Durum,1243405.68,,NA,TRUE,Beitz,Lentils,125.4940174,462.93868,3.688930274
202207 JVM VAN STAVEREN,2022,Betty,Durum,4706863.7,,NA,TRUE,Betty,Lentils/Canola,523.788517,1824.828349,3.483902929
202207 JVM VAN STAVEREN,2022,Bolls,Durum,2667590.2,,NA,TRUE,Bolls,Lentils,263.9951368,1027.001141,3.890227501
202207 JVM VAN STAVEREN,2022,Drivers,Canola,321874.52,,NA,TRUE,Drivers,Canola,63.2214057,148.6606989,2.351429824
202207 JVM VAN STAVEREN,2022,Elgins,Canola,1216950.24,,NA,TRUE,Elgins,Canola,302.3893228,691.3573956,2.286315499
202207 JVM VAN STAVEREN,2022,Eliford East,Lentils,813504.78,,NA,TRUE,NA,NA,NA,NA,NA
202207 JVM VAN STAVEREN,2022,Fairgrounds,Durum,1062626.84,,NA,TRUE,Fairgrounds,Lentils,124.2074919,373.6511298,3.008281741
202207 JVM VAN STAVEREN,2022,Eliford West,Lentils,498244.12,,NA,TRUE,NA,NA,NA,NA,NA
202207 JVM VAN STAVEREN,2022,Foss North,Canola,859801.8,,NA,TRUE,Foss North,Canola,191.5798082,362.7328098,1.893377038
202207 JVM VAN STAVEREN,2022,Foss Pasture,Lentils,908303.44,,NA,TRUE,Foss Pasture,Lentils,160.808083,297.5544747,1.850370137
202207 JVM VAN STAVEREN,2022,Foss South,Lentils,1521187.8,,NA,TRUE,Foss South,Lentils,317.5113181,494.6663559,1.557948733
202207 JVM VAN STAVEREN,2022,Foss West,Lentils,546745.76,,NA,TRUE,Foss West,Lentils,116.2648282,177.4896153,1.526597665
202207 JVM VAN STAVEREN,2022,Galls,Durum,418877.8,,NA,TRUE,Galls,Lentils,100.2449086,144.4904281,1.441374232
202207 JVM VAN STAVEREN,2022,Griffin Half,Durum,934758.88,,NA,TRUE,Griffin Half,Lentils,111.7093332,344.1312145,3.080595011
202207 JVM VAN STAVEREN,2022,Horner Home,Lentils,676818.34,,NA,TRUE,Horner Home,Canola/Lentils,283.4082842,239.2458867,0.844173936
202207 JVM VAN STAVEREN,2022,Ivans,Lentils,1377887.5,,NA,TRUE,NA,NA,NA,NA,NA
202207 JVM VAN STAVEREN,2022,Kathryn,Lentils,1640237.28,,NA,TRUE,Kathryn,Lentils,303.2768634,554.867817,1.829575164
202207 JVM VAN STAVEREN,2022,Louis,Canola,992079,,NA,TRUE,Louis,Canola,170.1595984,344.1960871,2.022783848
202207 JVM VAN STAVEREN,2022,Orm,Durum,3474481.12,,NA,TRUE,Orm,Canola/Lentils,244.7024609,693.1908326,2.832790607
202207 JVM VAN STAVEREN,2022,Phillips,Durum,4274758.18,,NA,TRUE,Phillips,Lentils/Canola,486.9651443,1425.425262,2.927160759
202207 JVM VAN STAVEREN,2022,Pollock,Durum,6038454.18,,NA,TRUE,Pollock,Lentils/Canola,660.914822,2286.452094,3.459526126
202207 JVM VAN STAVEREN,2022,Section 15 Shellingtons,Canola,3265042.22,,NA,TRUE,Section 15 Shellingtons,Canola,538.0748049,1271.764815,2.363546488
202207 JVM VAN STAVEREN,2022,Section 3,Durum,2317055.62,,NA,TRUE,Section 3,Lentils,269.4253179,846.529235,3.141981019
202207 JVM VAN STAVEREN,2022,Stewart 8 Pack,Canola,3214335.96,,NA,TRUE,NA,NA,NA,NA,NA
202207 JVM VAN STAVEREN,2022,Tapps,Durum,1049399.12,,NA,TRUE,Tapps,Lentils,122.0375436,400.1114475,3.278593093
202207 JVM VAN STAVEREN,2022,Tordiff,Lentils,1117742.34,,NA,TRUE,Tordiff,Lentils,229.7737971,374.548082,1.630073084
202207 JVM VAN STAVEREN,2022,Vince Sylvia,Canola,291009.84,,NA,TRUE,Vince Sylvia,Canola,63.37179629,122.1959994,1.928239478
202207 JVM VAN STAVEREN,2022,Warren Creelman,Canola,950191.22,,NA,TRUE,Warren Creelman,Canola,172.8935082,379.2155943,2.193347792
202207 JVM VAN STAVEREN,2022,Warren Kent,Lentils,372580.78,,NA,TRUE,Warren Kent,Lentils/Canola,131.7078892,131.4853729,0.998310531
202207 JVM VAN STAVEREN,2022,Warren Yard,Canola,1230177.96,,NA,TRUE,Warren Yard,Canola,209.6690386,494.7986742,2.359903386
202207 JVM VAN STAVEREN,2022,Willems,Durum,2868210.62,,NA,TRUE,Willems,Lentils/Spring Oats,336.6882815,939.2564655,2.789691584
202207 JVM VAN STAVEREN,2022,Winston Sylvia,Canola,562178.1,,NA,TRUE,Winston Sylvia,Canola,122.8909915,268.7364155,2.186786941
202207 JVM VAN STAVEREN,2022,Zyla,Durum,1995181.1,,NA,TRUE,Zyla,Lentils/Canola,254.9831675,754.5975622,2.959401475
202215 ARM RIVER COLONY,2022,Black NE Chicken SW,Peas,2042226,34037.1,61.6,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Gophers S Dave Core,Canola,1314127,26282.5,57,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Devin Pinkney N Side,SpringWheat,894839,14914,64.6,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Devin Pinkney S Side,SpringWheat,1003915,16731.9,43.8,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Treehouse,Barley,331251,6901.1,60,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Holt Quarter Otto E,SpringWheat,689691,11494.8,70.9,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Kathleen Burns Small,Canola,64557,1291.1,60,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Sams correl,Canola,139673,2793.5,126.6,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Avonhurst N Half Section,SpringWheat,1179836,19663.9,64.3,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Avonhurst N quarter,SpringWheat,606586,10109.8,66.5,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,Avonhurst NE Quarter,SpringWheat,663484,11058.1,62.6,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,North Edenwold Section,SpringWheat,1416630,23610.5,36.9,TRUE,NA,,NA,NA,NA
202215 ARM RIVER COLONY,2022,364 South,NA,NA,NA,NA,NA,364 South,Spring Wheat,58.95624481,280.9313316,4.765081842
202215 ARM RIVER COLONY,2022,Avonhurst N Half S,,NA,NA,NA,NA,Avonhurst N Half S,Spring Wheat,95.2491678,434.5057942,4.561780478
202215 ARM RIVER COLONY,2022,Avonhurst N quarte,,NA,NA,NA,NA,Avonhurst N quarte,Spring Wheat,56.73936309,263.7948885,4.649239506
202215 ARM RIVER COLONY,2022,Avonhurst NE Quart,,NA,NA,NA,NA,Avonhurst NE Quart,Spring Wheat,52.40983601,223.6509376,4.267346641
202215 ARM RIVER COLONY,2022,Black NE Chicken S,,NA,NA,NA,NA,Black NE Chicken S,Field Peas,183.9169004,788.9932413,4.289944207
202215 ARM RIVER COLONY,2022,Devin Pinkney N Si,,NA,NA,NA,NA,Devin Pinkney N Si,Spring Wheat,94.00691998,419.1042798,4.458227967
202215 ARM RIVER COLONY,2022,Devin Pinkney S Si,,NA,NA,NA,NA,Devin Pinkney S Si,Spring Wheat,149.4905039,666.8250507,4.460651569
202215 ARM RIVER COLONY,2022,Gophers S Dave Cor,,NA,NA,NA,NA,Gophers S Dave Cor,Canola,184.5684671,680.8875425,3.689078384
202215 ARM RIVER COLONY,2022,Graff small,NA,NA,NA,NA,NA,Graff small,Canola,4.697316905,13.1300986,2.795233719
202215 ARM RIVER COLONY,2022,Holt Quarter Otto ,NA,NA,NA,NA,NA,Holt Quarter Otto ,Spring Wheat,50.93712922,242.8672978,4.767981657
202215 ARM RIVER COLONY,2022,Home Yard,NA,NA,NA,NA,NA,Home Yard,Spring Wheat,81.04075504,359.7082295,4.438609059
202215 ARM RIVER COLONY,2022,Kambeitz S Half,NA,NA,NA,NA,NA,Kambeitz S Half,Spring Wheat,67.60336495,269.6507539,3.988717929
202215 ARM RIVER COLONY,2022,Kathleen Burns Sma,,NA,NA,NA,NA,Kathleen Burns Sma,Canola,7.53722557,25.66587832,3.40521563
202215 ARM RIVER COLONY,2022,Lisa Litte Field,NA,NA,NA,NA,NA,Lisa Litte Field,Spring Wheat,1.940488088,7.838691944,4.039546541
202215 ARM RIVER COLONY,2022,Sec North Edenwold,,NA,NA,NA,NA,Sec North Edenwold,Spring Wheat,147.028135,392.9274378,2.672464272
202215 ARM RIVER COLONY,2022,Shop W,NA,NA,NA,NA,NA,Shop W,Spring Wheat,155.5843416,701.9098494,4.511442748
202215 ARM RIVER COLONY,2022,Algin Fair NW,Canola,565889,11317.8,56.8,TRUE,Algin Fair NW,Canola,28.54026707,100.3428674,3.515834912
202215 ARM RIVER COLONY,2022,Algin Fair Quarter,Canola,363315,7266.3,46,TRUE,Algin Fair Quarter,Canola,20.58663789,64.20188102,3.118619046
202215 ARM RIVER COLONY,2022,Algin House N 3in1,Canola,558528,11170.6,46.5,TRUE,Algin House N 3in1,Canola,29.72783241,92.7371756,3.119540447
202215 ARM RIVER COLONY,2022,Algin House SE,Canola,796100,15922,51.6,TRUE,Algin House SE,Canola,48.79276284,155.4915281,3.186774412
202215 ARM RIVER COLONY,2022,Algin House W,Canola,606443,12128.9,53.7,TRUE,Algin House W,Canola,36.68970068,127.6816381,3.48004033
202215 ARM RIVER COLONY,2022,Morley Mack,Canola,770137,15402.7,51.8,TRUE,Morley Mack,Canola,43.99485691,149.585002,3.400056563
202215 ARM RIVER COLONY,2022,Sidlets Gravel NW,Barley,1012706,21098,103.7,TRUE,Sidlets Gravel NW,Spring Barley,67.06261813,382.8302101,5.70854853
